Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
Hong Kong,China,22.3,114.2,2020-04-09,973,4,293
Hubei,China,30.9756,112.2707,2020-04-09,67803,3215,64187
Hunan,China,27.6104,111.7088,2020-04-09,1019,4,1014
Inner Mongolia,China,44.0935,113.9448,2020-04-09,126,1,79
Jiangsu,China,32.9711,119.455,2020-04-09,651,0,633
Jiangxi,China,27.614,115.7221,2020-04-09,937,1,935
Jilin,China,43.6661,126.1923,2020-04-09,98,1,93
Liaoning,China,41.2956,122.6085,2020-04-09,144,2,132
Macau,China,22.1667,113.55,2020-04-09,45,0,10
Ningxia,China,37.2692,106.1655,2020-04-09,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-09,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-09,256,3,246
Shandong,China,36.3427,118.1498,2020-04-09,783,7,756
Shanghai,China,31.201999999999998,121.4491,2020-04-09,552,7,422
Shanxi,China,37.5777,112.2922,2020-04-09,166,0,134
Sichuan,China,30.6171,102.7103,2020-04-09,560,3,541
Tianjin,China,39.3054,117.323,2020-04-09,182,3,152
Tibet,China,31.6927,88.0924,2020-04-09,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-09,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-09,184,2,173
Zhejiang,China,29.1832,120.0934,2020-04-09,1267,1,1235
Anhui,China,31.8257,117.2264,2020-04-10,991,6,984
Beijing,China,40.1824,116.4142,2020-04-10,588,8,469
Chongqing,China,30.0572,107.874,2020-04-10,579,6,570
Fujian,China,26.0789,117.9874,2020-04-10,351,1,311
Gansu,China,37.8099,101.0583,2020-04-10,139,2,135
Guangdong,China,23.3417,113.4244,2020-04-10,1544,8,1434
Guangxi,China,23.8298,108.7881,2020-04-10,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-10,146,2,144
Hainan,China,19.1959,109.7453,2020-04-10,168,6,162
Hebei,China,39.549,116.1306,2020-04-10,327,6,313
Heilongjiang,China,47.861999999999995,127.7615,2020-04-10,638,13,470
Henan,China,33.882,113.61399999999999,2020-04-10,1276,22,1252
Hong Kong,China,22.3,114.2,2020-04-10,989,4,309
Hubei,China,30.9756,112.2707,2020-04-10,67803,3216,64236
Hunan,China,27.6104,111.7088,2020-04-10,1019,4,1014
Inner Mongolia,China,44.0935,113.9448,2020-04-10,128,1,79
Jiangsu,China,32.9711,119.455,2020-04-10,651,0,634
Jiangxi,China,27.614,115.7221,2020-04-10,937,1,936
Jilin,China,43.6661,126.1923,2020-04-10,98,1,95
Liaoning,China,41.2956,122.6085,2020-04-10,144,2,132
Macau,China,22.1667,113.55,2020-04-10,45,0,10
Ningxia,China,37.2692,106.1655,2020-04-10,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-10,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-10,256,3,246
Shandong,China,36.3427,118.1498,2020-04-10,783,7,756
Shanghai,China,31.201999999999998,121.4491,2020-04-10,555,7,435
Shanxi,China,37.5777,112.2922,2020-04-10,168,0,134
Sichuan,China,30.6171,102.7103,2020-04-10,560,3,546
Tianjin,China,39.3054,117.323,2020-04-10,183,3,158
Tibet,China,31.6927,88.0924,2020-04-10,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-10,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-10,184,2,173
Zhejiang,China,29.1832,120.0934,2020-04-10,1267,1,1235
Anhui,China,31.8257,117.2264,2020-04-11,991,6,984
Beijing,China,40.1824,116.4142,2020-04-11,589,8,474
Chongqing,China,30.0572,107.874,2020-04-11,579,6,570
Fujian,China,26.0789,117.9874,2020-04-11,351,1,317
Gansu,China,37.8099,101.0583,2020-04-11,139,2,135
Guangdong,China,23.3417,113.4244,2020-04-11,1548,8,1437
Guangxi,China,23.8298,108.7881,2020-04-11,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-11,146,2,144
Hainan,China,19.1959,109.7453,2020-04-11,168,6,162
Hebei,China,39.549,116.1306,2020-04-11,327,6,313
Heilongjiang,China,47.861999999999995,127.7615,2020-04-11,661,13,470
Henan,China,33.882,113.61399999999999,2020-04-11,1276,22,1252
Hong Kong,China,22.3,114.2,2020-04-11,1000,4,336
Hubei,China,30.9756,112.2707,2020-04-11,67803,3219,64264
Hunan,China,27.6104,111.7088,2020-04-11,1019,4,1014
Inner Mongolia,China,44.0935,113.9448,2020-04-11,155,1,79
Jiangsu,China,32.9711,119.455,2020-04-11,652,0,636
Jiangxi,China,27.614,115.7221,2020-04-11,937,1,936
Jilin,China,43.6661,126.1923,2020-04-11,98,1,96
Liaoning,China,41.2956,122.6085,2020-04-11,145,2,133
Macau,China,22.1667,113.55,2020-04-11,45,0,10
Ningxia,China,37.2692,106.1655,2020-04-11,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-11,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-11,256,3,248
Shandong,China,36.3427,118.1498,2020-04-11,784,7,757
Shanghai,China,31.201999999999998,121.4491,2020-04-11,555,7,438
Shanxi,China,37.5777,112.2922,2020-04-11,172,0,135
Sichuan,China,30.6171,102.7103,2020-04-11,560,3,547
Tianjin,China,39.3054,117.323,2020-04-11,183,3,161
Tibet,China,31.6927,88.0924,2020-04-11,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-11,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-11,184,2,174
Zhejiang,China,29.1832,120.0934,2020-04-11,1267,1,1236
Anhui,China,31.8257,117.2264,2020-04-12,991,6,984
Beijing,China,40.1824,116.4142,2020-04-12,589,8,479
Chongqing,China,30.0572,107.874,2020-04-12,579,6,570
Fujian,China,26.0789,117.9874,2020-04-12,352,1,321
Gansu,China,37.8099,101.0583,2020-04-12,139,2,135
Guangdong,China,23.3417,113.4244,2020-04-12,1552,8,1443
Guangxi,China,23.8298,108.7881,2020-04-12,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-12,146,2,144
Hainan,China,19.1959,109.7453,2020-04-12,168,6,162
Hebei,China,39.549,116.1306,2020-04-12,327,6,313
Heilongjiang,China,47.861999999999995,127.7615,2020-04-12,684,13,470
Henan,China,33.882,113.61399999999999,2020-04-12,1276,22,1253
Hong Kong,China,22.3,114.2,2020-04-12,1004,4,360
Hubei,China,30.9756,112.2707,2020-04-12,67803,3219,64281
Hunan,China,27.6104,111.7088,2020-04-12,1019,4,1014
Inner Mongolia,China,44.0935,113.9448,2020-04-12,189,1,83
Jiangsu,China,32.9711,119.455,2020-04-12,653,0,638
Jiangxi,China,27.614,115.7221,2020-04-12,937,1,936
Jilin,China,43.6661,126.1923,2020-04-12,99,1,96
Liaoning,China,41.2956,122.6085,2020-04-12,145,2,136
Macau,China,22.1667,113.55,2020-04-12,45,0,13
Ningxia,China,37.2692,106.1655,2020-04-12,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-12,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-12,256,3,248
Shandong,China,36.3427,118.1498,2020-04-12,784,7,757
Shanghai,China,31.201999999999998,121.4491,2020-04-12,607,7,446
Shanxi,China,37.5777,112.2922,2020-04-12,172,0,135
Sichuan,China,30.6171,102.7103,2020-04-12,560,3,547
Tianjin,China,39.3054,117.323,2020-04-12,183,3,161
Tibet,China,31.6927,88.0924,2020-04-12,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-12,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-12,184,2,174
Zhejiang,China,29.1832,120.0934,2020-04-12,1267,1,1238
Anhui,China,31.8257,117.2264,2020-04-13,991,6,984
Beijing,China,40.1824,116.4142,2020-04-13,589,8,484
Chongqing,China,30.0572,107.874,2020-04-13,579,6,570
Fujian,China,26.0789,117.9874,2020-04-13,352,1,325
Gansu,China,37.8099,101.0583,2020-04-13,139,2,135
Guangdong,China,23.3417,113.4244,2020-04-13,1555,8,1454
Guangxi,China,23.8298,108.7881,2020-04-13,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-13,146,2,144
Hainan,China,19.1959,109.7453,2020-04-13,168,6,162
Hebei,China,39.549,116.1306,2020-04-13,327,6,313
Heilongjiang,China,47.861999999999995,127.7615,2020-04-13,740,13,470
Henan,China,33.882,113.61399999999999,2020-04-13,1276,22,1253
Hong Kong,China,22.3,114.2,2020-04-13,1009,4,360
Hubei,China,30.9756,112.2707,2020-04-13,67803,3221,64338
Hunan,China,27.6104,111.7088,2020-04-13,1019,4,1014
Inner Mongolia,China,44.0935,113.9448,2020-04-13,190,1,83
Jiangsu,China,32.9711,119.455,2020-04-13,653,0,638
Jiangxi,China,27.614,115.7221,2020-04-13,937,1,936
Jilin,China,43.6661,126.1923,2020-04-13,100,1,96
Liaoning,China,41.2956,122.6085,2020-04-13,145,2,136
Macau,China,22.1667,113.55,2020-04-13,45,0,13
Ningxia,China,37.2692,106.1655,2020-04-13,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-13,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-13,256,3,248
Shandong,China,36.3427,118.1498,2020-04-13,784,7,758
Shanghai,China,31.201999999999998,121.4491,2020-04-13,618,7,446
Shanxi,China,37.5777,112.2922,2020-04-13,173,0,135
Sichuan,China,30.6171,102.7103,2020-04-13,560,3,548
Tianjin,China,39.3054,117.323,2020-04-13,184,3,164
Tibet,China,31.6927,88.0924,2020-04-13,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-13,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-13,184,2,174
Zhejiang,China,29.1832,120.0934,2020-04-13,1267,1,1239
Anhui,China,31.8257,117.2264,2020-04-14,991,6,984
Beijing,China,40.1824,116.4142,2020-04-14,589,8,491
Chongqing,China,30.0572,107.874,2020-04-14,579,6,570
Fujian,China,26.0789,117.9874,2020-04-14,353,1,329
Gansu,China,37.8099,101.0583,2020-04-14,139,2,136
Guangdong,China,23.3417,113.4244,2020-04-14,1564,8,1458
Guangxi,China,23.8298,108.7881,2020-04-14,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-14,146,2,144
Hainan,China,19.1959,109.7453,2020-04-14,168,6,162
Hebei,China,39.549,116.1306,2020-04-14,327,6,314
Heilongjiang,China,47.861999999999995,127.7615,2020-04-14,819,13,470
Henan,China,33.882,113.61399999999999,2020-04-14,1276,22,1254
Hong Kong,China,22.3,114.2,2020-04-14,1012,4,434
Hubei,China,30.9756,112.2707,2020-04-14,67803,3221,64363
Hunan,China,27.6104,111.7088,2020-04-14,1019,4,1014
Inner Mongolia,China,44.0935,113.9448,2020-04-14,190,1,91
Jiangsu,China,32.9711,119.455,2020-04-14,653,0,641
Jiangxi,China,27.614,115.7221,2020-04-14,937,1,936
Jilin,China,43.6661,126.1923,2020-04-14,100,1,96
Liaoning,China,41.2956,122.6085,2020-04-14,145,2,138
Macau,China,22.1667,113.55,2020-04-14,45,0,13
Ningxia,China,37.2692,106.1655,2020-04-14,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-14,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-14,256,3,248
Shandong,China,36.3427,118.1498,2020-04-14,784,7,759
Shanghai,China,31.201999999999998,121.4491,2020-04-14,618,7,468
Shanxi,China,37.5777,112.2922,2020-04-14,173,0,135
Sichuan,China,30.6171,102.7103,2020-04-14,560,3,548
Tianjin,China,39.3054,117.323,2020-04-14,185,3,168
Tibet,China,31.6927,88.0924,2020-04-14,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-14,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-14,184,2,175
Zhejiang,China,29.1832,120.0934,2020-04-14,1267,1,1242
Anhui,China,31.8257,117.2264,2020-04-15,991,6,984
Beijing,China,40.1824,116.4142,2020-04-15,590,8,495
Chongqing,China,30.0572,107.874,2020-04-15,579,6,570
Fujian,China,26.0789,117.9874,2020-04-15,353,1,331
Gansu,China,37.8099,101.0583,2020-04-15,139,2,136
Guangdong,China,23.3417,113.4244,2020-04-15,1566,8,1462
Guangxi,China,23.8298,108.7881,2020-04-15,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-15,146,2,144
Hainan,China,19.1959,109.7453,2020-04-15,168,6,162
Hebei,China,39.549,116.1306,2020-04-15,327,6,314
Heilongjiang,China,47.861999999999995,127.7615,2020-04-15,841,13,470
Henan,China,33.882,113.61399999999999,2020-04-15,1276,22,1254
Hong Kong,China,22.3,114.2,2020-04-15,1017,4,459
Hubei,China,30.9756,112.2707,2020-04-15,67803,3222,64402
Hunan,China,27.6104,111.7088,2020-04-15,1019,4,1014
Inner Mongolia,China,44.0935,113.9448,2020-04-15,190,1,94
Jiangsu,China,32.9711,119.455,2020-04-15,653,0,642
Jiangxi,China,27.614,115.7221,2020-04-15,937,1,936
Jilin,China,43.6661,126.1923,2020-04-15,102,1,96
Liaoning,China,41.2956,122.6085,2020-04-15,145,2,138
Macau,China,22.1667,113.55,2020-04-15,45,0,16
Ningxia,China,37.2692,106.1655,2020-04-15,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-15,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-15,256,3,251
Shandong,China,36.3427,118.1498,2020-04-15,784,7,761
Shanghai,China,31.201999999999998,121.4491,2020-04-15,622,7,485
Shanxi,China,37.5777,112.2922,2020-04-15,186,0,135
Sichuan,China,30.6171,102.7103,2020-04-15,560,3,550
Tianjin,China,39.3054,117.323,2020-04-15,185,3,171
Tibet,China,31.6927,88.0924,2020-04-15,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-15,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-15,184,2,176
Zhejiang,China,29.1832,120.0934,2020-04-15,1268,1,1244
Anhui,China,31.8257,117.2264,2020-04-16,991,6,984
Beijing,China,40.1824,116.4142,2020-04-16,593,8,503
Chongqing,China,30.0572,107.874,2020-04-16,579,6,570
Fujian,China,26.0789,117.9874,2020-04-16,353,1,333
Gansu,China,37.8099,101.0583,2020-04-16,139,2,137
Guangdong,China,23.3417,113.4244,2020-04-16,1571,8,1471
Guangxi,China,23.8298,108.7881,2020-04-16,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-16,146,2,144
Hainan,China,19.1959,109.7453,2020-04-16,168,6,162
Hebei,China,39.549,116.1306,2020-04-16,328,6,315
Heilongjiang,China,47.861999999999995,127.7615,2020-04-16,861,13,471
Henan,China,33.882,113.61399999999999,2020-04-16,1276,22,1254
Hong Kong,China,22.3,114.2,2020-04-16,1017,4,485
Hubei,China,30.9756,112.2707,2020-04-16,67803,3222,64435
Hunan,China,27.6104,111.7088,2020-04-16,1019,4,1014
Inner Mongolia,China,44.0935,113.9448,2020-04-16,193,1,94
Jiangsu,China,32.9711,119.455,2020-04-16,653,0,642
Jiangxi,China,27.614,115.7221,2020-04-16,937,1,936
Jilin,China,43.6661,126.1923,2020-04-16,102,1,96
Liaoning,China,41.2956,122.6085,2020-04-16,145,2,140
Macau,China,22.1667,113.55,2020-04-16,45,0,16
Ningxia,China,37.2692,106.1655,2020-04-16,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-16,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-16,256,3,251
Shandong,China,36.3427,118.1498,2020-04-16,784,7,761
Shanghai,China,31.201999999999998,121.4491,2020-04-16,628,7,489
Shanxi,China,37.5777,112.2922,2020-04-16,194,0,135
Sichuan,China,30.6171,102.7103,2020-04-16,560,3,552
Tianjin,China,39.3054,117.323,2020-04-16,186,3,172
Tibet,China,31.6927,88.0924,2020-04-16,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-16,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-16,184,2,176
Zhejiang,China,29.1832,120.0934,2020-04-16,1268,1,1244
Anhui,China,31.8257,117.2264,2020-04-17,991,6,984
Beijing,China,40.1824,116.4142,2020-04-17,593,8,509
Chongqing,China,30.0572,107.874,2020-04-17,579,6,570
Fujian,China,26.0789,117.9874,2020-04-17,354,1,334
Gansu,China,37.8099,101.0583,2020-04-17,139,2,137
Guangdong,China,23.3417,113.4244,2020-04-17,1577,8,1475
Guangxi,China,23.8298,108.7881,2020-04-17,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-17,146,2,144
Hainan,China,19.1959,109.7453,2020-04-17,168,6,162
Hebei,China,39.549,116.1306,2020-04-17,328,6,316
Heilongjiang,China,47.861999999999995,127.7615,2020-04-17,872,13,471
Henan,China,33.882,113.61399999999999,2020-04-17,1276,22,1254
Hong Kong,China,22.3,114.2,2020-04-17,1021,4,533
Hubei,China,30.9756,112.2707,2020-04-17,68128,4512,63487
Hunan,China,27.6104,111.7088,2020-04-17,1019,4,1014
Inner Mongolia,China,44.0935,113.9448,2020-04-17,193,1,103
Jiangsu,China,32.9711,119.455,2020-04-17,653,0,643
Jiangxi,China,27.614,115.7221,2020-04-17,937,1,936
Jilin,China,43.6661,126.1923,2020-04-17,102,1,97
Liaoning,China,41.2956,122.6085,2020-04-17,146,2,140
Macau,China,22.1667,113.55,2020-04-17,45,0,16
Ningxia,China,37.2692,106.1655,2020-04-17,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-17,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-17,256,3,252
Shandong,China,36.3427,118.1498,2020-04-17,787,7,761
Shanghai,China,31.201999999999998,121.4491,2020-04-17,628,7,512
Shanxi,China,37.5777,112.2922,2020-04-17,197,0,135
Sichuan,China,30.6171,102.7103,2020-04-17,560,3,552
Tianjin,China,39.3054,117.323,2020-04-17,189,3,173
Tibet,China,31.6927,88.0924,2020-04-17,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-17,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-17,184,2,177
Zhejiang,China,29.1832,120.0934,2020-04-17,1268,1,1246
Anhui,China,31.8257,117.2264,2020-04-18,991,6,984
Beijing,China,40.1824,116.4142,2020-04-18,593,8,509
Chongqing,China,30.0572,107.874,2020-04-18,579,6,570
Fujian,China,26.0789,117.9874,2020-04-18,355,1,336
Gansu,China,37.8099,101.0583,2020-04-18,139,2,137
Guangdong,China,23.3417,113.4244,2020-04-18,1579,8,1482
Guangxi,China,23.8298,108.7881,2020-04-18,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-18,146,2,144
Hainan,China,19.1959,109.7453,2020-04-18,168,6,162
Hebei,China,39.549,116.1306,2020-04-18,328,6,316
Heilongjiang,China,47.861999999999995,127.7615,2020-04-18,892,13,472
Henan,China,33.882,113.61399999999999,2020-04-18,1276,22,1254
Hong Kong,China,22.3,114.2,2020-04-18,1024,4,568
Hubei,China,30.9756,112.2707,2020-04-18,68128,4512,63494
Hunan,China,27.6104,111.7088,2020-04-18,1019,4,1015
Inner Mongolia,China,44.0935,113.9448,2020-04-18,193,1,104
Jiangsu,China,32.9711,119.455,2020-04-18,653,0,643
Jiangxi,China,27.614,115.7221,2020-04-18,937,1,936
Jilin,China,43.6661,126.1923,2020-04-18,102,1,97
Liaoning,China,41.2956,122.6085,2020-04-18,146,2,142
Macau,China,22.1667,113.55,2020-04-18,45,0,17
Ningxia,China,37.2692,106.1655,2020-04-18,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-18,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-18,256,3,252
Shandong,China,36.3427,118.1498,2020-04-18,787,7,765
Shanghai,China,31.201999999999998,121.4491,2020-04-18,628,7,512
Shanxi,China,37.5777,112.2922,2020-04-18,197,0,135
Sichuan,China,30.6171,102.7103,2020-04-18,561,3,553
Tianjin,China,39.3054,117.323,2020-04-18,189,3,173
Tibet,China,31.6927,88.0924,2020-04-18,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-18,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-18,184,2,177
Zhejiang,China,29.1832,120.0934,2020-04-18,1268,1,1246
Anhui,China,31.8257,117.2264,2020-04-19,991,6,984
Beijing,China,40.1824,116.4142,2020-04-19,593,8,510
Chongqing,China,30.0572,107.874,2020-04-19,579,6,570
Fujian,China,26.0789,117.9874,2020-04-19,355,1,339
Gansu,China,37.8099,101.0583,2020-04-19,139,2,137
Guangdong,China,23.3417,113.4244,2020-04-19,1580,8,1490
Guangxi,China,23.8298,108.7881,2020-04-19,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-19,147,2,145
Hainan,China,19.1959,109.7453,2020-04-19,168,6,162
Hebei,China,39.549,116.1306,2020-04-19,328,6,316
Heilongjiang,China,47.861999999999995,127.7615,2020-04-19,898,13,472
Henan,China,33.882,113.61399999999999,2020-04-19,1276,22,1254
Hong Kong,China,22.3,114.2,2020-04-19,1025,4,602
Hubei,China,30.9756,112.2707,2020-04-19,68128,4512,63507
Hunan,China,27.6104,111.7088,2020-04-19,1019,4,1015
Inner Mongolia,China,44.0935,113.9448,2020-04-19,193,1,104
Jiangsu,China,32.9711,119.455,2020-04-19,653,0,643
Jiangxi,China,27.614,115.7221,2020-04-19,937,1,936
Jilin,China,43.6661,126.1923,2020-04-19,104,1,97
Liaoning,China,41.2956,122.6085,2020-04-19,146,2,142
Macau,China,22.1667,113.55,2020-04-19,45,0,20
Ningxia,China,37.2692,106.1655,2020-04-19,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-19,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-19,256,3,252
Shandong,China,36.3427,118.1498,2020-04-19,787,7,765
Shanghai,China,31.201999999999998,121.4491,2020-04-19,635,7,521
Shanxi,China,37.5777,112.2922,2020-04-19,197,0,135
Sichuan,China,30.6171,102.7103,2020-04-19,561,3,554
Tianjin,China,39.3054,117.323,2020-04-19,189,3,174
Tibet,China,31.6927,88.0924,2020-04-19,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-19,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-19,184,2,178
Zhejiang,China,29.1832,120.0934,2020-04-19,1268,1,1247
Anhui,China,31.8257,117.2264,2020-04-20,991,6,984
Beijing,China,40.1824,116.4142,2020-04-20,593,8,514
Chongqing,China,30.0572,107.874,2020-04-20,579,6,570
Fujian,China,26.0789,117.9874,2020-04-20,355,1,339
Gansu,China,37.8099,101.0583,2020-04-20,139,2,137
Guangdong,China,23.3417,113.4244,2020-04-20,1581,8,1494
Guangxi,China,23.8298,108.7881,2020-04-20,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-20,147,2,145
Hainan,China,19.1959,109.7453,2020-04-20,168,6,162
Hebei,China,39.549,116.1306,2020-04-20,328,6,317
Heilongjiang,China,47.861999999999995,127.7615,2020-04-20,905,13,472
Henan,China,33.882,113.61399999999999,2020-04-20,1276,22,1254
Hong Kong,China,22.3,114.2,2020-04-20,1025,4,630
Hubei,China,30.9756,112.2707,2020-04-20,68128,4512,63511
Hunan,China,27.6104,111.7088,2020-04-20,1019,4,1015
Inner Mongolia,China,44.0935,113.9448,2020-04-20,194,1,104
Jiangsu,China,32.9711,119.455,2020-04-20,653,0,643
Jiangxi,China,27.614,115.7221,2020-04-20,937,1,936
Jilin,China,43.6661,126.1923,2020-04-20,104,1,97
Liaoning,China,41.2956,122.6085,2020-04-20,146,2,143
Macau,China,22.1667,113.55,2020-04-20,45,0,22
Ningxia,China,37.2692,106.1655,2020-04-20,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-20,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-20,256,3,252
Shandong,China,36.3427,118.1498,2020-04-20,787,7,765
Shanghai,China,31.201999999999998,121.4491,2020-04-20,638,7,530
Shanxi,China,37.5777,112.2922,2020-04-20,197,0,135
Sichuan,China,30.6171,102.7103,2020-04-20,561,3,554
Tianjin,China,39.3054,117.323,2020-04-20,189,3,174
Tibet,China,31.6927,88.0924,2020-04-20,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-20,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-20,184,2,178
Zhejiang,China,29.1832,120.0934,2020-04-20,1268,1,1249
Anhui,China,31.8257,117.2264,2020-04-21,991,6,984
Beijing,China,40.1824,116.4142,2020-04-21,593,8,516
Chongqing,China,30.0572,107.874,2020-04-21,579,6,570
Fujian,China,26.0789,117.9874,2020-04-21,355,1,341
Gansu,China,37.8099,101.0583,2020-04-21,139,2,137
Guangdong,China,23.3417,113.4244,2020-04-21,1582,8,1501
Guangxi,China,23.8298,108.7881,2020-04-21,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-21,147,2,145
Hainan,China,19.1959,109.7453,2020-04-21,168,6,162
Hebei,China,39.549,116.1306,2020-04-21,328,6,317
Heilongjiang,China,47.861999999999995,127.7615,2020-04-21,913,13,475
Henan,China,33.882,113.61399999999999,2020-04-21,1276,22,1254
Hong Kong,China,22.3,114.2,2020-04-21,1029,4,650
Hubei,China,30.9756,112.2707,2020-04-21,68128,4512,63514
Hunan,China,27.6104,111.7088,2020-04-21,1019,4,1015
Inner Mongolia,China,44.0935,113.9448,2020-04-21,194,1,108
Jiangsu,China,32.9711,119.455,2020-04-21,653,0,644
Jiangxi,China,27.614,115.7221,2020-04-21,937,1,936
Jilin,China,43.6661,126.1923,2020-04-21,106,1,97
Liaoning,China,41.2956,122.6085,2020-04-21,146,2,143
Macau,China,22.1667,113.55,2020-04-21,45,0,24
Ningxia,China,37.2692,106.1655,2020-04-21,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-21,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-21,277,3,253
Shandong,China,36.3427,118.1498,2020-04-21,787,7,765
Shanghai,China,31.201999999999998,121.4491,2020-04-21,638,7,530
Shanxi,China,37.5777,112.2922,2020-04-21,197,0,140
Sichuan,China,30.6171,102.7103,2020-04-21,561,3,554
Tianjin,China,39.3054,117.323,2020-04-21,189,3,176
Tibet,China,31.6927,88.0924,2020-04-21,1,0,1
Xinjiang,China,41.1129,85.2401,2020-04-21,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-04-21,184,2,178
Zhejiang,China,29.1832,120.0934,2020-04-21,1268,1,1251
Anhui,China,31.8257,117.2264,2020-04-22,991,6,984
Beijing,China,40.1824,116.4142,2020-04-22,593,8,518
Chongqing,China,30.0572,107.874,2020-04-22,579,6,570
Fujian,China,26.0789,117.9874,2020-04-22,355,1,342
Gansu,China,37.8099,101.0583,2020-04-22,139,2,137
Guangdong,China,23.3417,113.4244,2020-04-22,1582,8,1511
Guangxi,China,23.8298,108.7881,2020-04-22,254,2,252
Guizhou,China,26.8154,106.8748,2020-04-22,147,2,145
Hainan,China,19.1959,109.7453,2020-04-22,168,6,162
Hebei,China,39.549,116.1306,2020-04-22,328,6,317
Heilongjiang,China,47.861999999999995,127.7615,2020-04-22,921,13,479
Henan,China,33.882,113.61399999999999,2020-04-22,1276,22,1254
Hong Kong,China,22.3,114.2,2020-04-22,1033,4,678
Hubei,China,30.9756,112.2707,2020-04-22,68128,4512,63519
Hunan,China,27.6104,111.7088,2020-04-22,1019,4,1015
Inner Mongolia,China,44.0935,113.9448,2020-04-22,194,1,108
Jiangsu,China,32.9711,119.455,2020-04-22,653,0,645
Jiangxi,China,27.614,115.7221,2020-04-22,937,1,936
Jilin,China,43.6661,126.1923,2020-04-22,106,1,98
Liaoning,China,41.2956,122.6085,2020-04-22,146,2,143
Macau,China,22.1667,113.55,2020-04-22,45,0,26
Ningxia,China,37.2692,106.1655,2020-04-22,75,0,75
Qinghai,China,35.7452,95.9956,2020-04-22,18,0,18
Shaanxi,China,35.1917,108.8701,2020-04-22,279,3,253
Shandong,China,36.3427,118.1498,2020-04-22,787,7,766
Shanghai,China,31.201999999999998,121.4491,2020-04-22,639,7,534
Shanxi,China,37.5777,112.2922,2020-04-22,197,0,140
Sichuan,China,30.6171,102.7103,2020-04-22,561,3,556
Tianjin,China,39.3054,117.323,2020-04-22,189,3,176
